Step,A0A1,A0B0,A0bottom0,A0left0,A1A0,A1A2,A1B1,A1left1,A2A1,A2A3,A2B2,A2left2,A3A2,A3A4,A3B3,A3left3,A4A3,A4B4,A4left4,A4top0,B0A0,B0B1,B0C0,B0bottom1,B1A1,B1B0,B1B2,B1C1,B2A2,B2B1,B2B3,B2C2,B3A3,B3B2,B3B4,B3C3,B4A4,B4B3,B4C4,B4top1,C0B0,C0C1,C0D0,C0bottom2,C1B1,C1C0,C1C2,C1D1,C2B2,C2C1,C2C3,C2D2,C3B3,C3C2,C3C4,C3D3,C4B4,C4C3,C4D4,C4top2,D0C0,D0D1,D0E0,D0bottom3,D1C1,D1D0,D1D2,D1E1,D2C2,D2D1,D2D3,D2E2,D3C3,D3D2,D3D4,D3E3,D4C4,D4D3,D4E4,D4top3,E0D0,E0E1,E0bottom4,E0right0,E1D1,E1E0,E1E2,E1right1,E2D2,E2E1,E2E3,E2right2,E3D3,E3E2,E3E4,E3right3,E4D4,E4E3,E4right4,E4top4,bottom0A0,bottom1B0,bottom2C0,bottom3D0,bottom4E0,left0A0,left1A1,left2A2,left3A3,left4A4,right0E0,right1E1,right2E2,right3E3,right4E4,top0A4,top1B4,top2C4,top3D4,top4E4
5000.0,0.022590777636444237,0.027901785714285716,0.0,0.0,0.027901785714285716,0.013431422045496695,0.013950892857142858,0.0,0.041852678571428575,0.013950892857142858,0.0,0.0,0.013950892857142858,0.0,0.0,0.0,0.013950892857142858,0.027901785714285716,0.0,0.027901785714285716,0.07859244333727328,0.022496507734604307,0.3348214285714286,0.0,0.0,0.03735312802534633,0.027901785714285716,0.027901785714285716,0.0,0.027901785714285716,0.0,0.0,0.027901785714285716,0.027901785714285716,0.041852678571428575,0.013950892857142858,0.027901785714285716,0.0,0.0019083416212762863,0.0,0.027901785714285716,0.13323020954336623,0.6417410714285715,0.0,0.027901785714285716,0.30691964285714285,0.013950892857142858,0.48828125,0.027901785714285716,0.027901785714285716,0.0,0.37667410714285715,0.04226674903148605,0.06975446428571429,0.0,0.2650669642857143,0.013950892857142858,0.0,0.041852678571428575,0.0,0.013950892857142858,0.008166206455280735,0.5301339285714286,0.0,0.027901785714285716,0.6138392857142857,0.05580357142857143,0.0,0.008710686521571365,0.6556919642857144,0.05580357142857143,0.0,0.041852678571428575,0.6696428571428572,0.027901785714285716,0.06975446428571429,0.0,0.48828125,0.0,0.027901785714285716,0.027901785714285716,0.41852678571428575,0.0,0.0,0.5859375,0.0,0.1953125,0.0,0.5301339285714286,0.6277901785714286,0.0,0.0,0.29296875,0.4299183579422685,0.041852678571428575,0.0,0.05008407351184352,0.14098833737227312,0.0,0.0,0.0,0.0,0.0,0.05580357142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027901785714285716,0.0,0.0,0.0,0.0,0.0,0.0
5100.0,0.029645224862632342,0.03134114999707751,0.0,0.0,0.03068541449099787,0.0267565290393273,0.020012907372631377,0.0017038549621734534,0.024525287321347098,0.015654578154579303,0.025201070401536196,0.0,0.014254443926356091,0.007841048796995109,0.00861121080616447,0.0,0.009818806477877935,0.007587330333954638,0.0,0.0008370535714285715,0.03870525667362234,0.03301005747594652,0.3797253550265083,0.0,0.028754319225098576,0.025529582005636157,0.02122249346541237,0.06848948549343283,0.02957999263349333,0.028870680291568834,0.012539766190429801,0.015452533349290002,0.006855580676076147,0.0260988693647657,0.008090463731139166,0.016749058274010388,0.004256068925857944,0.010736090977230196,0.014721168355603555,0.003889687066433677,0.015615713005534694,0.12724719963916187,0.66069907508125,0.0,0.03336252896670997,0.3147334953487588,0.018129639433759413,0.5006560635536397,0.018918723766441797,0.01887045917202753,0.017007469796631113,0.41998562091396224,0.017658788173770958,0.029861534826818872,0.02212957085564711,0.2849173284227129,0.009433910873639654,0.02971122564386343,0.01667692419213235,0.0,0.02196902276154181,0.010966262495407893,0.5505022321428572,0.0,0.008927852416537785,0.5875767877315847,0.06107833823500016,0.007517967001352484,0.005547107408163703,0.6530412946428571,0.0268220853029769,0.0,0.020624251744009756,0.6696428571428575,0.031104118752428953,0.023638553174213105,0.029855294647219352,0.543326651700827,0.01882368581172837,0.002276690760456297,0.01863220944878009,0.41852678571428564,0.0,0.0,0.5957874743028391,0.02484022635220466,0.1953125,0.0,0.5618970702399713,0.5824196872622626,0.0,0.0,0.3114604470373587,0.47617679841857713,0.0059423299724836575,0.0,0.016418080877594426,0.043329040056989676,0.0,0.0021262433178426492,0.003793688119798849,0.008182845168906645,0.0,0.04069558693886132,0.0040458116967066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006700462310605431,0.0,0.0,0.0,0.0,0.0,0.0
5200.0,0.011121545045499647,0.028541812331642342,0.0,0.002304986215791,0.02806235869541929,0.014015370710325508,0.014252643307195804,0.001953125,0.004627353721053238,0.015264361148115477,0.00738121613197858,0.0,0.007879005254997016,0.014138087103957293,0.015180750507588986,0.005825086289738577,0.01688073015983485,0.01323175883451747,0.0,0.0,0.007072244512983547,0.009220438510265163,0.5605335105314071,0.0,0.021924344562336814,0.016233015668565543,0.018969166537609855,0.10093451044058735,0.003460457440840095,0.015849211863044534,0.022999706388124225,0.008594140388139118,0.012600939208796924,0.006783228978356388,0.02378765400669815,0.01657709986946675,0.021611550764653983,0.0026493314263709837,0.013700092336923785,0.004166280945730156,0.002472635156578903,0.11776824195697627,0.666995312645989,0.0,0.013227573865066287,0.33108024964587,0.009952774513558528,0.5636121597147032,0.009440311164946768,0.022678385912922178,0.02822364297922061,0.43472809080040137,0.014990718300072148,0.01970546906383325,0.009841538109933717,0.33815396564374717,0.008067041290840111,0.016606491258919748,0.011772566620526354,0.0,0.016140169966423073,0.02437873710553424,0.5556363104410855,0.0,0.0023664571335028296,0.6178850446428573,0.024506746141717713,0.0257819781868142,0.019355701002751063,0.6485792683889978,0.005891676218000617,0.03722835190508293,0.00736461155094561,0.615920889453762,0.00457792344557718,0.005586947535912477,0.005714026335708068,0.587612384684555,0.008184397547326212,0.001674107142857143,0.03391549002290364,0.40114650413169445,0.0,0.0,0.6192801339285716,0.039666784748533405,0.1966503717308178,0.0,0.6449404033201926,0.46102921246577283,0.005358738915802782,0.0,0.28180762976281315,0.4685242643120144,0.008045136397260287,0.0,0.00389386014042868,0.011186614823638608,0.0,0.0,0.0,0.0038579553717613944,0.0,0.0814732142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344905755783108,0.0,0.004082821159513396,0.004079195254037318,0.0,0.0,0.0,0.0,0.0
5300.0,0.010388622467168974,0.009011592944000788,0.0,0.0,0.007949489971249783,0.007938611838033826,0.013684104047836291,0.0,0.017127126235275195,0.006066315110067269,0.015288827767234583,0.0,0.015052430276773393,0.0,0.0072798173761962825,0.0018309671113290232,0.011038259254566385,0.00244868578100941,0.0018998233710661777,0.0,0.01105887731722028,0.00880122086668215,0.6395270591517807,0.0,0.005244260103906189,0.022840558944357228,0.014401172371426739,0.018568083786311886,0.011697107164402412,0.008167189375467107,0.008139928185463973,0.017896466739936317,0.004188927403022328,0.0067859603807251985,0.004439312716281483,0.005713798114946081,0.01048176039787653,0.003462329730748256,0.004070994868650372,0.0,0.0,0.12033908299393961,0.6513671875,0.0,0.008626927473000638,0.43717494363435383,0.011011794036243826,0.6138392857142856,0.010576789889858506,0.0403248820792576,0.015688949788412485,0.46353559150459633,0.004667946453121646,0.01494092360110535,0.013271842241899567,0.3207113826674092,0.008944639014456293,0.003505854014633668,0.010630832200495632,0.0,0.009333786402010035,0.00689493122151363,0.5816804045859675,0.0,0.006180988284914435,0.6067948854211861,0.005659475892109343,7.401222714536789e-05,0.0029673940956543854,0.66604493762629,0.0058422204925217824,0.17942422695785892,0.006406992563892593,0.6201586006994361,0.010245382770349993,0.025106700791199504,0.007070774747825677,0.5089601825680102,0.014499811578668333,0.0021763684694455195,0.010114574463861213,0.40457589285714307,0.0,0.0,0.6277901785714288,0.0038754627436109533,0.19847998439068834,0.0,0.6301228754383756,0.4622668299354265,0.013448820764287137,0.0,0.24320006510388692,0.49691917975320804,0.010299070872700282,0.0,0.01386274612925954,0.011398165210645175,0.0,0.0,0.0,0.006696428571428571,0.0,0.08370535714285719,0.004048894420450667,0.0,0.0,0.0,0.0,0.0,0.0036272321428571425,0.09765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5400.0,0.013960526932379362,0.008451603033933672,0.0,0.0,0.003965275339537913,0.012422494221380498,0.005799660398253323,0.0,0.0011954745401733195,0.011485286711900779,0.002759726539280394,0.0,0.004921255424976269,0.007807787740481821,0.011547613014190635,0.0,0.007820275562863048,0.007498997705801488,0.0022321428571428575,0.0,0.004592638104736989,0.00466929342703953,0.6417410714285713,0.0,0.004740865503054418,0.055933031849094775,0.009061351873300502,0.024436705216213214,0.0,0.000790122988655966,0.004362886015126617,0.013779379895026622,0.0017680662075412784,0.002569029886554211,0.003649190202325238,0.011283337709752766,0.012070859591540686,0.00464511554071692,0.005459798365569088,0.0,0.002538322144424383,0.1293355064776733,0.6541604940612857,0.0,0.011895714790167045,0.5186660060373057,0.006173978311723631,0.572823458766448,2.8673408027886572e-05,0.06656249042028028,0.011694566732095018,0.42195444118362857,0.0031679099283378675,0.009269922192123012,0.015785248225907444,0.3481223562241806,0.01148257306131051,0.008047106668009375,0.018130747542231103,0.0,0.017706272096960747,0.002983822066159543,0.5928411188716817,0.0,0.012437976348049284,0.6284877232142856,0.003857680473127082,0.009860164905475262,0.013674470430337165,0.6554579815584751,0.012538932577541094,0.17637915718249605,0.0061112575850649446,0.6319291319666587,0.005168807599341054,0.016002870582921134,0.01684970027554837,0.3947352736764674,0.008067156117075437,0.0,0.024693477641991077,0.39477218312209006,0.0,0.0,0.6096526889081753,0.025531101960091312,0.19771229045483524,0.0,0.6080581323542776,0.4029009283988249,0.004617816304899017,0.0,0.2169800449958577,0.5629212320974579,0.014344052575145984,0.0,0.014627789898013426,0.009270979739293478,0.0,0.001674107142857143,0.011140780096433475,0.08342633928571434,0.0,0.08175223214285715,0.004332716593372351,0.0,0.0,0.0,0.0,0.0,0.004631980850165608,0.09922768961414392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5500.0,0.0030668140630080052,0.0111014716231454,0.0,0.0,0.0,0.00953763633893087,0.0026039727119524657,0.0,0.0012089678162944476,0.013574920116954887,0.007044040705011091,0.0,0.007410131570901437,0.008689351958272975,0.017653046288408636,0.0,0.013695362896032555,0.008002501624965264,0.0,0.0,0.0047864518642589836,0.0072606885708460635,0.6194512515270227,0.0,0.0071380576784562675,0.07643477864213637,0.009684175528386003,0.04827008928571428,0.005686831584272283,0.00933258275789517,0.0055478722689594985,0.00860003028660324,0.004648426809206038,0.009942620829154118,0.004089245504704238,0.005611789533245324,0.014751573381712466,0.004873920639794967,0.007541776144585717,0.0,0.010428471375226192,0.14469622216409866,0.6492083957383792,0.0,0.013966085364917155,0.5402477650951903,0.0026469428154148635,0.5167410714285715,0.010354580791634593,0.07654642249852292,0.00692255982543489,0.3875382552671497,0.004187559502851429,0.011755909862519192,0.009948302859364648,0.33695113907575885,0.007779758531772223,0.009789538079823927,0.008645679996927686,0.0,0.013895602450287283,0.006780335657703741,0.614256168599915,0.0,0.007439614277920348,0.6417410714285714,0.0036689342553433164,0.00036341467627862755,0.0026073226434312835,0.6696428571428575,0.022114809003793097,0.0625629782320944,0.0,0.6516980464188861,0.003801894470613122,0.0,0.006800069185186379,0.4119477209808795,0.002327670208438689,0.002549455186831269,0.012662175929484171,0.37091811310828765,0.0,0.0,0.5998883928571428,0.006222562156793969,0.23716517857142846,0.0,0.5998883928571431,0.6406072584525303,0.005879137303642259,0.0,0.20946650037740774,0.45025885776764923,0.012483624164207277,0.0,0.012806956132438273,0.008667715126909885,0.0,0.0,0.0036272321428571425,0.09542310456806606,0.0,0.07338169642857144,0.001674107142857143,0.0,0.0,0.0,0.0,0.0,0.004073768484373972,0.05580357142857142,0.0,0.0,0.007921631304226623,0.0,0.0,0.0,0.0,0.0
5600.0,0.007847679713571455,0.008922962387277989,0.0,0.0,0.0023489058484991556,0.01648668691713766,0.007985735595628795,0.0020400211948694365,0.009888112069391462,0.008363736860750617,0.00951952915276876,0.0,0.004946133242277011,0.002164261448725922,0.013591632018400747,0.0022321428571428575,0.008686734494155192,0.0027010892108137847,0.0,0.0,0.005542595981106708,0.004757890545788918,0.6696428571428575,0.0,0.00947253058513044,0.060201994911462206,0.00527377753887856,0.025669696821325933,0.004892775577311898,0.010299043317698693,0.007726273142565924,0.008311645288083288,0.005038625627561311,0.009008617172248108,0.017023503325841852,0.00329275943278718,0.008427859041968626,0.004333700702276326,0.011370435037742354,0.0,0.0024576342789676743,0.13583660064319367,0.6695064755495828,0.0,0.005761792750544219,0.537318361611651,0.005005720074845965,0.5244429046972311,0.008686316271919034,0.09484345198796718,0.008877284698204035,0.4325105218105106,0.003642894480746274,0.0056825351511072845,0.005062053892014597,0.34758232840084363,0.007351113814718282,0.005517083467355038,0.010481404166929604,0.0,0.00508301203053165,0.0025705877515168713,0.6215799581573962,0.0,0.021735820804504185,0.64066278665973,0.0076010672483713135,0.00535398215788899,0.02247184701442386,0.6495274499535628,0.03499040352635355,0.07443115986026005,0.009221524430358364,0.614904882285201,0.00259529128873693,0.012048080109259505,0.0014050318566048317,0.43557595296678747,0.010007070558787998,0.0013950892857142857,0.005358161399606688,0.3942495890967237,0.0,0.0,0.6073139949934955,0.00014458119861574908,0.23977241357524748,0.0,0.5677954204047359,0.6555524553571428,0.0013558312660553393,0.0,0.21505157375780365,0.4207589285714285,0.0008466155306822465,0.0,0.0,0.006649984865405738,0.0,0.0,0.004774038060249733,0.058216828537749565,0.0,0.08286830357142859,0.006468499837234172,0.0,0.0,0.0,0.0,0.0,0.014002129172945112,0.052884955307732955,0.0,0.0,0.0040677817560798605,0.0,0.0,0.0,0.0,0.0
5700.0,0.007696616186437212,0.02029329954839123,0.0,0.0,0.008231662383051185,0.0027175988272522943,0.010445186597285898,0.0,0.010558162765755138,0.006063850901672858,0.005533645498094781,0.0,0.012966010770992974,0.0,0.007360011195993658,0.0,0.009506120969680575,0.0,0.0,0.0,0.007534173307779386,0.009582397603174033,0.6513141290758736,0.0,0.006723814346899349,0.08807572073879294,0.005119928140814385,0.026646205357142856,0.01044057937229663,0.0067776876298162704,0.016154135495073958,0.005003856704019883,0.009372256191274601,0.011394227524624854,0.019779965618936014,0.016751463779720227,0.015849481074053928,0.003468008615324294,0.009898489711768264,0.0,0.012260488356853928,0.14225120904328298,0.650390625,0.0,0.0024476331860126444,0.5268594546344317,0.0027349771469191682,0.501534598214286,0.00858518046318965,0.10142258041635754,0.0163050308603311,0.41852678571428564,0.03264107356409294,0.0075765691256257164,0.018368735530853705,0.2815182184228285,0.018433963270764013,0.006157654870610488,0.01620869997076037,0.0,0.004813565270814623,0.002625062645514069,0.6396622783819071,0.0,0.030650427963049277,0.6364397321428573,0.0,0.0003733910262556682,0.01315516956924304,0.6556919642857143,0.015033644304916455,0.08677455357142862,0.019616856919250813,0.6687739838450654,0.012880331850796163,0.012716035607375333,0.015590798627133333,0.3644309043561495,0.01338856199320553,0.0,0.007692880216800991,0.4139425243896197,0.0,0.0,0.6417410714285714,0.009550775374330701,0.20860199814903715,0.0,0.4710217589545044,0.6417410714285714,0.003936955957477359,0.0,0.2288410408257635,0.40623972888919047,0.01505389027108233,0.0,0.010127398061032694,0.014013385607062832,0.0,0.0022321428571428575,0.004377320503663201,0.0506934651622781,0.0,0.05580357142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02837617683995908,0.0,0.003648398242872269,0.0,0.0,0.0,0.0,0.0,0.0
5800.0,0.030109958277162542,0.02140804049561339,0.0,0.001953125,0.00921937982647414,0.01589854812091473,0.01839061548462285,0.0038195024517215714,0.011871162194728996,0.011683583802178288,0.013873641368246571,0.0,0.012115460905537256,0.008960580029701288,0.011257956388102786,0.0037465137688621817,0.014744524671761542,0.005032564405477807,0.0,0.0023451744703704347,0.03801946116905198,0.03456976627015756,0.6696428571428575,0.0,0.018870894790516714,0.11770370525855962,0.012886987785830339,0.03361594876305481,0.010924242848506564,0.007616242335030879,0.008014877708045565,0.015093259399743429,0.009365369812928901,0.010562632194031685,0.006471701202877576,0.005737407617985087,0.012205438407690306,0.009489403076635795,0.005776611198001133,0.0017827929822557098,0.043470300434647634,0.14108862261216557,0.6556919642857143,0.0,0.009020336353914778,0.3958426968261516,0.002736097317606502,0.5175781250000001,0.006435689521874427,0.12468214659980864,0.008362477176593585,0.42401138271530636,0.004705383916115452,0.008800145618891113,0.0,0.281537308149246,0.008696661015252426,0.003602246821032351,0.0,0.0,0.008630552744090735,0.0018840420301543545,0.6359493778002535,0.0,0.0011341013174683851,0.6204697481128231,0.0,0.0,0.004915126279044466,0.6461452567082324,0.0,0.08747209821428571,0.002467529864661595,0.6556953363748323,0.0035247134799034933,0.001968544966434053,0.004929536765746586,0.4129464285714285,0.0026221158254295146,0.0,0.007754967179452471,0.43322507902692786,0.0,0.0,0.6369977678571428,0.008117814786200014,0.1953125,0.0,0.48330026621962213,0.6370905191224613,0.0,0.0,0.2511533892847286,0.38794784404812205,0.008856883515657589,0.0,0.007778920832545328,0.013137308481277352,0.0,0.0,0.0037700016276576258,0.03201838825390284,0.0,0.06936204883661042,0.008661407459174703,0.0,0.0,0.0,0.0,0.0,0.0,0.01926044953243154,0.0,0.008203348446436533,0.00957719827899635,0.0,0.0,0.0,0.0,0.0
5900.0,0.015948987230644744,0.04567688014750628,0.0,0.0021262903328515058,0.017017472510818067,0.014130820412526175,0.0186196013457503,0.0,0.007435570440962791,0.012233388683464415,0.012704491949630024,0.0,0.0001395089285714286,0.012345422110230455,0.00582835641974841,0.0,0.004127085843616953,0.010942777548314384,0.0,0.0,0.00805136536175244,0.011614777168465387,0.651469262513413,0.0,0.015939882778752697,0.12695065622182802,0.026244043431335077,0.05780997211379095,0.013346421123729347,0.007495951936775498,0.007724332568287101,0.016409921835716025,0.009856660129411198,0.004908578391672385,0.00505804528148106,0.011214988851481707,0.003706433193343552,0.00962531887635993,0.01016675358002669,0.0018096479930251584,0.009838498755586475,0.13925761662013839,0.6396698715353364,0.0,0.00523313833301337,0.3450470252445039,0.009728290024092734,0.45629201644305645,0.002455457552958709,0.12819653993403088,0.012933405921859152,0.46813347376449044,0.0024577096958531964,0.0038705150580425405,0.02170745307518247,0.2719987375846548,0.01528481385696696,0.0012555803571428572,0.020426931921713635,0.0,0.013768688827410525,0.005772793210028104,0.6330369967524259,0.0,0.002464866352873902,0.6092354910714286,0.002338527097680722,0.018580932943457636,0.0022321428571428575,0.6696428571428575,0.010385767985547918,0.08784184486855134,0.0027534331002751493,0.6583701245133543,0.008772187563709734,0.0009468125655488638,0.005477745340424147,0.4200059422798113,0.01315244960556,0.0022321428571428575,0.015825955728477142,0.44914944419594405,0.0,0.0,0.6417410714285714,0.018050133676614306,0.19655371889219558,0.0,0.44267797449593216,0.6093282173918566,0.00663409524285822,0.0,0.24088426989946385,0.42076020911589923,0.002281449550860421,0.0,0.010153916105888117,0.012908263369852215,0.0,0.001896138654193786,0.008448841547125448,0.019418726998237334,0.0,0.06022696000907178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03200787040763856,0.0,0.0,0.011433413577802413,0.0,0.0,0.0,0.0,0.0
